decision_id,run_id,run_month,run_date,customer_id,model_version,p_new_season,p_performance,p_suppression,recommended_campaign,predicted_conversion,estimated_uplift,estimated_net_value,priority_score,recommend_followup,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment,actual_campaign,execution_class,followup_completed,converted,gross_revenue,campaign_cost,incremental_conversion_prob,net_incremental_revenue,missed_value,wasted_spend
RUN-202411-AT-100334,RUN-202411,2024-11,2024-11-01,AT-100334,v1.0,0.05319878925447841,0.029054956532266855,0.1237743405219807,Suppression,0.1237743405219807,0.0,0.0,0.22524513189560386,False,63,219,32.68,4,0.296,0.345,0.517,0.387,0.832,0.811,10,False,Retail Partner,Explorer,Returning,California,CA,Urban,At-Risk,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101491,RUN-202411,2024-11,2024-11-01,AT-101491,v1.0,0.13214786863531863,0.026040461467391623,0.12141808925996814,New Season Edit,0.13214786863531863,0.010729779375350496,0.15932132176696398,0.44380430109115215,False,72,57,377.99,1,0.784,0.66,0.187,0.369,0.263,0.63,23,False,Retail Partner,Explorer,Returning,Northeast,PA,Suburban,High-Value,New Season Edit,Modified,False,0,0.0,0.36,0.0,-0.36,0.519321321766964,0.23399999999999999
RUN-202411-AT-100881,RUN-202411,2024-11,2024-11-01,AT-100881,v1.0,0.06937845555854914,0.22485994221516736,0.0768296786787294,Performance Collection,0.22485994221516736,0.14803026353643794,6.764664755163598,0.99,False,24,98,207.42,6,0.412,0.603,0.298,0.344,0.88,0.36,76,False,Organic,Member,New,Midwest,IL,Urban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0578,2.4,0.0,0.26
RUN-202411-AT-100909,RUN-202411,2024-11,2024-11-01,AT-100909,v1.0,0.12533437488335286,0.06248484776359104,0.05718209999149767,New Season Edit,0.12533437488335286,0.06815227489185519,2.938570104765791,0.99,False,34,201,173.33,6,0.321,0.564,0.43,0.835,0.558,0.527,24,False,Paid Social,Member,Returning,California,CA,Urban,Returning Buyer,New Season Edit,Adopted,False,0,0.0,0.36,0.0423,1.69,0.0,0.23399999999999999
RUN-202411-AT-100100,RUN-202411,2024-11,2024-11-01,AT-100100,v1.0,0.04855877871101056,0.10522973693918272,0.0352332641052575,Performance Collection,0.10522973693918272,0.06999647283392522,2.9878292851619808,0.99,True,20,206,102.2,1,0.431,0.711,0.62,0.438,0.024,0.613,66,True,Organic,Member,New,Southeast,NC,Urban,New Customer,Suppression,Ignored,True,0,0.0,0.45,0.0,-0.45,3.437829285161981,0.0
RUN-202411-AT-102023,RUN-202411,2024-11,2024-11-01,AT-102023,v1.0,0.07436408525569915,0.12395643477938911,0.08440154892340432,Performance Collection,0.12395643477938911,0.039554885855984795,1.5144564754296643,0.7421619106193615,False,22,43,282.44,14,0.35,0.724,0.199,0.535,0.435,0.6,64,False,Direct,Member,Returning,California,CA,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,1.5144564754296643,0.0
RUN-202411-AT-101301,RUN-202411,2024-11,2024-11-01,AT-101301,v1.0,0.025228031449826025,0.1442299669876288,0.11481803951763866,Performance Collection,0.1442299669876288,0.029411927469990135,1.0235372895475228,0.6364722842372972,False,85,106,134.48,16,0.749,0.211,0.215,0.39,0.537,0.062,43,False,Direct,Insider,Returning,Midwest,OH,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0,-0.4,0.0,0.26
RUN-202411-AT-100138,RUN-202411,2024-11,2024-11-01,AT-100138,v1.0,0.09302281695280387,0.05023041502010773,0.09603307802797198,Suppression,0.09603307802797198,0.0,0.0,0.2307933843944056,False,4,24,328.16,13,0.698,0.665,0.233,0.289,0.592,0.331,45,False,Paid Social,Explorer,Returning,Northeast,NJ,Urban,Returning Buyer,Re-Engagement,Suppression rejected,False,0,0.0,0.34,0.0,-0.34,0.0,0.22100000000000003
RUN-202411-AT-101694,RUN-202411,2024-11,2024-11-01,AT-101694,v1.0,0.08431869625787465,0.12650540481603922,0.1335568029742123,Suppression,0.1335568029742123,0.0,0.0,0.22328863940515759,False,76,104,41.04,17,0.603,0.534,0.786,0.281,0.488,0.364,10,False,Retail Partner,Member,Returning,Midwest,IL,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101905,RUN-202411,2024-11,2024-11-01,AT-101905,v1.0,0.014631881329149098,0.20320351383012047,0.07199296271918179,Performance Collection,0.20320351383012047,0.13121055111093868,5.950590673769434,0.99,False,81,188,292.31,17,0.387,0.342,0.576,0.323,0.23,0.165,83,False,Organic,Insider,Returning,Southwest,AZ,Urban,At-Risk,New Season Edit,Modified,False,0,0.0,0.36,0.0,-0.36,6.310590673769434,0.23399999999999999
RUN-202411-AT-100294,RUN-202411,2024-11,2024-11-01,AT-100294,v1.0,0.07527850205107887,0.1896571882630901,0.020614258703326095,Performance Collection,0.1896571882630901,0.16904292955976402,7.78167779069258,0.99,False,95,176,38.46,15,0.321,0.593,0.496,0.505,0.95,0.27,69,False,Retail Partner,Insider,Returning,Northeast,PA,Rural,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.1073,4.79,0.0,0.26
RUN-202411-AT-101409,RUN-202411,2024-11,2024-11-01,AT-101409,v1.0,0.1198637026667779,0.03413269984051443,0.02448570916115397,New Season Edit,0.1198637026667779,0.09537799350562393,4.256294885672198,0.99,False,3,21,153.35,14,0.323,0.512,0.843,0.379,0.444,0.98,14,False,Retail Partner,Explorer,Returning,Northeast,MA,Suburban,Lifestyle Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.1169,5.3,0.0,0.23399999999999999
RUN-202411-AT-102190,RUN-202411,2024-11,2024-11-01,AT-102190,v1.0,0.12323005800564064,0.05285549868487655,0.012068262789679053,New Season Edit,0.12323005800564064,0.11116179521596159,5.0202308884525415,0.99,False,4,44,258.9,2,0.501,0.138,0.198,0.977,0.216,0.297,81,False,Direct,Member,Returning,Pacific Northwest,ID,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,5.0202308884525415,0.0
RUN-202411-AT-101030,RUN-202411,2024-11,2024-11-01,AT-101030,v1.0,0.06231694575326568,0.17697854076736252,0.06043251958077769,Performance Collection,0.17697854076736252,0.11654602118658483,5.240827425430707,0.99,False,92,73,149.15,14,0.544,0.223,0.134,0.243,0.723,0.86,36,False,Paid Social,Explorer,New,Midwest,MI,Suburban,New Customer,Member Access,Modified,False,0,0.0,0.44,0.0109,0.09,5.150827425430707,0.28600000000000003
RUN-202411-AT-101853,RUN-202411,2024-11,2024-11-01,AT-101853,v1.0,0.04772780736533261,0.03713805419787209,0.012366158480065125,New Season Edit,0.04772780736533261,0.03536164888526748,1.351503806046946,0.7004683813844871,True,6,103,491.76,15,0.239,0.168,0.475,0.558,0.104,0.605,27,True,Paid Social,Insider,New,Northeast,NJ,Suburban,New Customer,New Season Edit,Adopted,True,0,0.0,0.81,0.1173,4.87,0.0,0.5265000000000001
RUN-202411-AT-100517,RUN-202411,2024-11,2024-11-01,AT-100517,v1.0,0.13112429915452878,0.15154626548495864,0.007174301452597339,Performance Collection,0.15154626548495864,0.1443719640323613,6.587603059166288,0.99,False,11,36,182.56,11,0.263,0.779,0.238,0.775,0.652,0.551,58,False,Retail Partner,Insider,Returning,Northeast,NY,Rural,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,6.587603059166288,0.0
RUN-202411-AT-100072,RUN-202411,2024-11,2024-11-01,AT-100072,v1.0,0.1349381831765843,0.047384864726549805,0.051361898220208355,New Season Edit,0.1349381831765843,0.08357628495637594,3.685092191888595,0.99,False,80,149,178.75,9,0.652,0.474,0.355,0.423,0.545,0.8,9,False,Paid Social,Explorer,Returning,Northeast,PA,Suburban,Lifestyle Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.0599,2.54,0.0,0.23399999999999999
RUN-202411-AT-102278,RUN-202411,2024-11,2024-11-01,AT-102278,v1.0,0.03182685332304806,0.055227877632416635,0.09316896129627766,Suppression,0.09316896129627766,0.0,0.0,0.2313662077407445,False,52,69,67.6,8,0.879,0.21,0.039,0.278,0.699,0.65,21,False,Direct,Explorer,New,Southeast,NC,Urban,New Customer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-100849,RUN-202411,2024-11,2024-11-01,AT-100849,v1.0,0.08964972542836704,0.07170822197033255,0.05105420056487977,New Season Edit,0.08964972542836704,0.03859552486348727,1.508023403392784,0.7341653690775373,False,35,134,206.29,7,0.227,0.734,0.457,0.291,0.445,0.817,27,False,Direct,Member,Returning,Southeast,TN,Suburban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,1.508023403392784,0.0
RUN-202411-AT-101838,RUN-202411,2024-11,2024-11-01,AT-101838,v1.0,0.2162232208504214,0.04854258028847184,0.04528692660383257,New Season Edit,0.2162232208504214,0.17093629424658882,7.913316641534899,0.99,True,45,216,102.19,8,0.546,0.721,0.559,0.711,0.587,0.283,3,True,Paid Social,Member,Returning,Northeast,MA,Suburban,Returning Buyer,New Season Edit,Adopted,False,0,0.0,0.36,0.053,2.21,0.0,0.23399999999999999
RUN-202411-AT-101150,RUN-202411,2024-11,2024-11-01,AT-101150,v1.0,0.030430098037686485,0.10647638920585012,0.014581961625379393,Performance Collection,0.10647638920585012,0.09189442758047073,4.047690294894784,0.99,False,29,157,571.17,6,0.206,0.256,0.343,0.552,0.717,0.87,62,False,Organic,Insider,Returning,California,CA,Rural,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.0794,3.44,0.0,0.26
RUN-202411-AT-100271,RUN-202411,2024-11,2024-11-01,AT-100271,v1.0,0.028134691796829144,0.10339090073662277,0.04883830887934845,Performance Collection,0.10339090073662277,0.05455259185727432,2.2403454458920766,0.8984380071527983,False,7,116,407.7,15,0.686,0.47,0.339,0.802,0.562,0.434,38,False,Organic,Insider,Returning,California,CA,Suburban,High-Value,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.2403454458920766,0.0
RUN-202411-AT-102124,RUN-202411,2024-11,2024-11-01,AT-102124,v1.0,0.07419097011040525,0.13214234543061532,0.041335688683181625,Performance Collection,0.13214234543061532,0.09080665674743368,3.995042186575791,0.99,False,11,155,299.8,6,0.621,0.609,0.487,0.572,0.406,0.512,36,False,Organic,Member,New,Mountain West,CO,Suburban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0748,3.22,0.0,0.26
RUN-202411-AT-101295,RUN-202411,2024-11,2024-11-01,AT-101295,v1.0,0.05855414418658486,0.09238740748210336,0.0626750292662037,Performance Collection,0.09238740748210336,0.029712378215899657,1.0380791056495433,0.6396029810096744,False,59,183,321.05,5,0.468,0.491,0.363,0.596,0.249,0.148,14,False,Organic,Member,Returning,Mountain West,CO,Suburban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0239,0.76,0.0,0.26
RUN-202411-AT-100169,RUN-202411,2024-11,2024-11-01,AT-100169,v1.0,0.014555556202043128,0.1234148948847286,0.016144768046782856,Performance Collection,0.1234148948847286,0.10727012683794573,4.791874138956575,0.99,False,57,49,175.57,16,0.662,0.22,0.45,0.463,0.061,0.34,60,False,Paid Social,Founders,New,Southeast,NC,Rural,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,4.791874138956575,0.0
RUN-202411-AT-101999,RUN-202411,2024-11,2024-11-01,AT-101999,v1.0,0.11982937948342202,0.11391769264501216,0.061793431261731174,New Season Edit,0.11982937948342202,0.05803594822169085,2.448939893929837,0.9367345804700187,True,90,11,365.9,7,0.696,0.134,0.184,0.474,0.667,0.848,24,True,Direct,Member,New,Midwest,IL,Suburban,New Customer,Suppression,Ignored,True,0,0.0,0.45,0.0,-0.45,2.898939893929837,0.0
RUN-202411-AT-100316,RUN-202411,2024-11,2024-11-01,AT-100316,v1.0,0.052871849797701764,0.06320272518475234,0.014468125219965693,Performance Collection,0.06320272518475234,0.04873459996478664,1.9587546382956738,0.8378145316330768,True,5,99,139.56,6,0.74,0.058,0.32,0.657,0.545,0.866,31,True,Paid Social,Insider,Returning,Mountain West,CO,Suburban,Lifestyle Affinity,Performance Collection,Adopted,True,0,0.0,0.85,0.1408,5.96,0.0,0.5525
RUN-202411-AT-101210,RUN-202411,2024-11,2024-11-01,AT-101210,v1.0,0.2865174829342686,0.03772704433874809,0.02279275086839544,New Season Edit,0.2865174829342686,0.26372473206587316,12.40427703198826,0.99,False,22,176,545.95,7,0.187,0.742,0.435,0.824,0.327,0.567,30,False,Paid Social,Member,Returning,Northeast,PA,Suburban,High-Value,New Season Edit,Adopted,False,1,100.08,0.36,0.0916,4.07,0.0,0.0
RUN-202411-AT-101702,RUN-202411,2024-11,2024-11-01,AT-101702,v1.0,0.049725250683459676,0.11545336461467677,0.010441202823591936,Performance Collection,0.11545336461467677,0.10501216179108483,4.682588630688507,0.99,False,8,77,150.91,9,0.345,0.253,0.309,0.765,0.21,0.611,57,False,Paid Social,Insider,Returning,Mountain West,CO,Suburban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0846,3.7,0.0,0.26
RUN-202411-AT-100711,RUN-202411,2024-11,2024-11-01,AT-100711,v1.0,0.10556661869082198,0.1327931291351339,0.026587000306350878,Performance Collection,0.1327931291351339,0.10620612882878304,4.7403766353131,0.99,False,31,68,249.77,15,0.598,0.414,0.165,0.818,0.26,0.599,65,False,Paid Social,Explorer,Returning,Midwest,OH,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,4.7403766353131,0.0
RUN-202411-AT-100787,RUN-202411,2024-11,2024-11-01,AT-100787,v1.0,0.014947994130809024,0.32832537899330094,0.05635552005022769,Performance Collection,0.32832537899330094,0.27196985894307324,12.763341172844745,0.99,False,49,78,84.64,11,0.555,0.775,0.271,0.175,0.579,0.061,74,False,Organic,Founders,Returning,Mountain West,CO,Rural,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0769,3.32,0.0,0.26
RUN-202411-AT-101691,RUN-202411,2024-11,2024-11-01,AT-101691,v1.0,0.05589958936943626,0.026964877977800866,0.10846231111315864,Suppression,0.10846231111315864,0.0,0.0,0.22830753777736829,False,81,161,861.34,9,0.73,0.13,0.775,0.372,0.537,0.64,1,False,Paid Social,Insider,Returning,Southeast,NC,Suburban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101326,RUN-202411,2024-11,2024-11-01,AT-101326,v1.0,0.0392824499051778,0.11833810871198154,0.023062445501952952,Performance Collection,0.11833810871198154,0.09527566321002859,4.2113420993653845,0.99,True,30,103,573.82,17,0.932,0.262,0.468,0.439,0.363,0.634,46,True,Direct,Insider,Returning,Mountain West,UT,Rural,High-Value,Performance Collection,Adopted,False,0,0.0,0.4,0.0997,4.43,0.0,0.26
RUN-202411-AT-101785,RUN-202411,2024-11,2024-11-01,AT-101785,v1.0,0.09617805140552672,0.08088172954351724,0.008340788312984697,New Season Edit,0.09617805140552672,0.08783726309254203,3.8913235336790346,0.99,True,35,5,167.83,0,0.634,0.336,0.07,0.867,0.398,0.351,54,True,Direct,Insider,Returning,Northeast,NY,Rural,Returning Buyer,New Season Edit,Adopted,True,0,0.0,0.81,0.133,5.63,0.0,0.5265000000000001
RUN-202411-AT-101878,RUN-202411,2024-11,2024-11-01,AT-101878,v1.0,0.05501681587917859,0.08222625963240204,0.08819751585257049,Suppression,0.08819751585257049,0.0,0.0,0.2323604968294859,False,29,173,130.25,10,0.742,0.541,0.106,0.29,0.501,0.661,77,True,Direct,Explorer,Returning,Midwest,OH,Urban,Lifestyle Affinity,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-100361,RUN-202411,2024-11,2024-11-01,AT-100361,v1.0,0.10478933151712766,0.12041737051702035,0.025205303134986496,Performance Collection,0.12041737051702035,0.09521206738203386,4.20826406129044,0.99,False,85,31,282.22,12,0.531,0.22,0.606,0.649,0.663,0.142,19,False,Retail Partner,Explorer,Returning,Pacific Northwest,WA,Rural,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.1037,4.62,0.0,0.26
RUN-202411-AT-102111,RUN-202411,2024-11,2024-11-01,AT-102111,v1.0,0.1001170790449026,0.209062090809567,0.03412072397283075,Performance Collection,0.209062090809567,0.17494136683673625,8.067162154898035,0.99,False,46,121,72.13,17,0.291,0.578,0.09,0.591,0.519,0.439,4,False,Paid Social,Member,New,Midwest,IL,Suburban,New Customer,New Season Edit,Modified,False,0,0.0,0.36,0.0331,1.24,6.827162154898035,0.23399999999999999
RUN-202411-AT-100588,RUN-202411,2024-11,2024-11-01,AT-100588,v1.0,0.05900470692414537,0.11667893655651815,0.08743717892712885,Performance Collection,0.11667893655651815,0.029241757629389298,1.0153010692624422,0.6346991144982365,False,63,124,80.71,3,0.469,0.543,0.292,0.587,0.523,0.545,22,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0224,0.68,0.0,0.26
RUN-202411-AT-102240,RUN-202411,2024-11,2024-11-01,AT-102240,v1.0,0.07939408066281356,0.07305968098850305,0.13690882965861118,Suppression,0.13690882965861118,0.0,0.0,0.2226182340682778,False,74,146,266.01,10,0.641,0.477,0.543,0.512,0.319,0.502,23,False,Paid Social,Member,Returning,California,CA,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101163,RUN-202411,2024-11,2024-11-01,AT-101163,v1.0,0.040197849659548195,0.14081783156288202,0.05878104619733164,Performance Collection,0.14081783156288202,0.08203678536555038,3.5705804116926387,0.99,False,68,102,270.97,12,0.173,0.322,0.4,0.503,0.61,0.586,61,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,3.5705804116926387,0.0
RUN-202411-AT-100148,RUN-202411,2024-11,2024-11-01,AT-100148,v1.0,0.10977771237898043,0.03943033361960176,0.030096044926956785,New Season Edit,0.10977771237898043,0.07968166745202365,3.4965927046779446,0.99,False,19,236,278.89,4,0.75,0.351,0.376,0.871,0.239,0.716,78,False,Paid Social,Explorer,Returning,Southwest,NV,Urban,Lifestyle Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.0858,3.79,0.0,0.23399999999999999
RUN-202411-AT-101913,RUN-202411,2024-11,2024-11-01,AT-101913,v1.0,0.11465851197744649,0.23487012056548712,0.015002670549176008,Performance Collection,0.23487012056548712,0.2198674500163111,10.241584580789457,0.99,True,73,135,223.84,6,0.227,0.336,0.351,0.587,0.556,0.377,80,True,Paid Social,Member,New,Midwest,OH,Rural,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,10.241584580789457,0.0
RUN-202411-AT-101456,RUN-202411,2024-11,2024-11-01,AT-101456,v1.0,0.15094554144443817,0.13973873827116814,0.04382448626677406,New Season Edit,0.15094554144443817,0.10712105517766411,4.824659070598944,0.99,False,36,171,535.68,5,0.819,0.843,0.286,0.745,0.487,0.884,76,False,Paid Social,Explorer,New,California,CA,Rural,New Customer,New Season Edit,Adopted,False,0,0.0,0.36,0.1014,4.55,0.0,0.23399999999999999
RUN-202411-AT-100467,RUN-202411,2024-11,2024-11-01,AT-100467,v1.0,0.08012479576592751,0.0824689234401496,0.06464684806926468,Performance Collection,0.0824689234401496,0.017822075370884913,0.46258844795082976,0.5157060253646207,False,34,1,239.99,7,0.293,0.784,0.137,0.238,0.432,0.747,43,False,Retail Partner,Member,Returning,Southeast,FL,Suburban,Lifestyle Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.0531,2.17,0.0,0.26
RUN-202411-AT-101646,RUN-202411,2024-11,2024-11-01,AT-101646,v1.0,0.04170761357959581,0.11027433048279603,0.03215945980176682,Performance Collection,0.11027433048279603,0.07811487068102921,3.380759740961814,0.99,False,69,206,220.17,15,0.064,0.147,0.627,0.694,0.792,0.688,62,False,Paid Social,Insider,Returning,California,CA,Urban,At-Risk,Performance Collection,Adopted,False,0,0.0,0.4,0.0699,2.98,0.0,0.26
RUN-202411-AT-101688,RUN-202411,2024-11,2024-11-01,AT-101688,v1.0,0.07295088777642103,0.06920939224996273,0.1288907113086264,Suppression,0.1288907113086264,0.0,0.0,0.22422185773827474,False,65,227,111.53,1,0.798,0.463,0.716,0.372,0.547,0.572,3,True,Direct,Insider,Returning,Midwest,MN,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101946,RUN-202411,2024-11,2024-11-01,AT-101946,v1.0,0.033886476339792325,0.0865363666199523,0.13909147874197134,Suppression,0.13909147874197134,0.0,0.0,0.22218170425160572,False,18,65,149.89,15,0.677,0.53,0.478,0.218,0.64,0.481,83,True,Paid Social,Explorer,Returning,California,CA,Suburban,Returning Buyer,Re-Engagement,Suppression rejected,False,0,0.0,0.34,0.0,-0.34,0.0,0.22100000000000003
RUN-202411-AT-101432,RUN-202411,2024-11,2024-11-01,AT-101432,v1.0,0.1662602426861482,0.09513417225106127,0.06107205652644055,New Season Edit,0.1662602426861482,0.10518818615970765,4.731108210129851,0.99,False,93,215,166.01,5,0.264,0.69,0.168,0.553,0.695,0.712,4,False,Retail Partner,Explorer,Returning,Pacific Northwest,OR,Urban,Performance Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.03,1.09,0.0,0.23399999999999999
RUN-202411-AT-101264,RUN-202411,2024-11,2024-11-01,AT-101264,v1.0,0.06163829164086238,0.12608897206919523,0.033004927225983666,Performance Collection,0.12608897206919523,0.09308404484321156,4.10526777041144,0.99,True,85,195,54.98,7,0.443,0.142,0.163,0.57,0.706,0.614,30,True,Organic,Member,Returning,Midwest,OH,Urban,At-Risk,New Season Edit,Modified,True,0,0.0,0.81,0.0507,1.64,2.4652677704114403,0.5265000000000001
RUN-202411-AT-101177,RUN-202411,2024-11,2024-11-01,AT-101177,v1.0,0.040831661875435424,0.31934208002236664,0.04341381194496958,Performance Collection,0.31934208002236664,0.27592826807739707,12.95492817494602,0.99,False,41,19,166.67,10,0.689,0.503,0.602,0.524,0.466,0.488,68,False,Organic,Insider,Returning,Mountain West,CO,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0955,4.22,0.0,0.26
RUN-202411-AT-100842,RUN-202411,2024-11,2024-11-01,AT-100842,v1.0,0.09593347616127768,0.3258726242327711,0.06253032529485035,Performance Collection,0.3258726242327711,0.2633422989379207,12.345767268595363,0.99,False,87,142,73.77,4,0.422,0.799,0.315,0.337,0.825,0.245,8,False,Paid Social,Insider,Returning,Midwest,OH,Rural,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,12.345767268595363,0.0
RUN-202411-AT-100180,RUN-202411,2024-11,2024-11-01,AT-100180,v1.0,0.055802629208407506,0.03844964532571394,0.15453455365571522,Suppression,0.15453455365571522,0.0,0.0,0.21909308926885696,False,14,81,37.37,0,0.914,0.665,0.347,0.095,0.424,0.617,6,False,Retail Partner,Member,New,Southeast,NC,Urban,New Customer,New Season Edit,Suppression rejected,False,0,0.0,0.36,0.0,-0.36,0.0,0.23399999999999999
RUN-202411-AT-100653,RUN-202411,2024-11,2024-11-01,AT-100653,v1.0,0.01741372108957321,0.03245877409196394,0.1987408508056145,Suppression,0.1987408508056145,0.0,0.0,0.21025182983887708,False,59,149,79.94,14,0.585,0.155,0.528,0.093,0.461,0.174,8,False,Direct,Member,Returning,California,CA,Suburban,At-Risk,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-102305,RUN-202411,2024-11,2024-11-01,AT-102305,v1.0,0.058552393352587336,0.082713884513851,0.05311651258889919,Performance Collection,0.082713884513851,0.029597371924951814,1.032512801167668,0.6384046154579979,False,83,202,240.16,15,0.829,0.238,0.171,0.616,0.18,0.492,38,False,Direct,Member,Returning,Mountain West,MT,Urban,At-Risk,Performance Collection,Adopted,False,1,94.97,0.4,0.0299,1.05,0.0,0.0
RUN-202411-AT-100204,RUN-202411,2024-11,2024-11-01,AT-100204,v1.0,0.10437659125700206,0.08914045611138238,0.03216788545393158,New Season Edit,0.10437659125700206,0.07220870580307048,3.134901360868611,0.99,False,89,228,72.13,5,0.305,0.319,0.243,0.693,0.386,0.252,42,False,Direct,Member,Returning,Pacific Northwest,WA,Urban,At-Risk,New Season Edit,Adopted,False,1,94.19,0.36,0.033,1.24,0.0,0.0
RUN-202411-AT-101672,RUN-202411,2024-11,2024-11-01,AT-101672,v1.0,0.15535357149681167,0.10330887961799327,0.04831099029058683,New Season Edit,0.15535357149681167,0.10704258120622484,4.820860930381284,0.99,False,76,217,156.45,15,0.395,0.976,0.262,0.882,0.282,0.244,85,False,Retail Partner,Explorer,Returning,Northeast,NJ,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,4.820860930381284,0.0
RUN-202411-AT-100847,RUN-202411,2024-11,2024-11-01,AT-100847,v1.0,0.09448610338171175,0.15519529059042514,0.009428761182616707,Performance Collection,0.15519529059042514,0.14576652940780843,6.65510002333793,0.99,False,45,208,76.84,6,0.451,0.566,0.641,0.917,0.393,0.798,34,False,Direct,Founders,New,Midwest,MI,Rural,New Customer,Performance Collection,Modified,False,0,0.0,0.4,0.067,2.84,3.81510002333793,0.26
RUN-202411-AT-102066,RUN-202411,2024-11,2024-11-01,AT-102066,v1.0,0.17859820397158732,0.13948574702984423,0.08471819067831729,New Season Edit,0.17859820397158732,0.09388001329327003,4.18379264339427,0.99,False,31,56,127.62,2,0.35,0.705,0.582,0.55,0.705,0.319,56,False,Paid Social,Member,Returning,Southwest,NV,Urban,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,4.18379264339427,0.0
RUN-202411-AT-102219,RUN-202411,2024-11,2024-11-01,AT-102219,v1.0,0.01184670162474764,0.04721454516072807,0.0638262040821414,Suppression,0.0638262040821414,0.0,0.0,0.23723475918357173,False,9,38,45.1,16,0.709,0.182,0.538,0.13,0.199,0.367,3,False,Paid Social,Founders,Returning,Mountain West,CO,Suburban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202411-AT-101380,RUN-202411,2024-11,2024-11-01,AT-101380,v1.0,0.07020084882491924,0.03843815518779729,0.06931203017583622,Suppression,0.06931203017583622,0.0,0.0,0.23613759396483275,False,36,124,287.82,9,0.537,0.127,0.812,0.484,0.402,0.398,35,False,Direct,Member,Returning,Southwest,NM,Urban,At-Risk,New Season Edit,Suppression rejected,False,0,0.0,0.36,0.0,-0.36,0.0,0.23399999999999999
RUN-202411-AT-102061,RUN-202411,2024-11,2024-11-01,AT-102061,v1.0,0.06911290599108713,0.0974930424219413,0.13538664603105857,Suppression,0.13538664603105857,0.0,0.0,0.2229226707937883,False,92,75,239.35,9,0.369,0.625,0.483,0.635,0.181,0.502,64,False,Retail Partner,Explorer,Returning,California,CA,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
