customer_id,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment
AT-100376,70,3,161.66,12,0.649,0.79,0.597,0.833,0.491,0.548,28,False,Direct,Insider,Returning,Southeast,GA,Suburban,Returning Buyer
AT-100377,18,210,196.46,17,0.264,0.144,0.273,0.794,0.336,0.512,3,False,Direct,Explorer,Returning,Southwest,NV,Suburban,At-Risk
AT-100378,50,45,229.63,8,0.724,0.603,0.484,0.587,0.242,0.587,40,False,Paid Social,Explorer,New,Mountain West,UT,Urban,New Customer
AT-100379,29,220,174.22,4,0.201,0.108,0.328,0.564,0.604,0.472,64,False,Paid Social,Member,New,Northeast,PA,Urban,New Customer
AT-100380,8,230,420.98,17,0.091,0.886,0.443,0.562,0.509,0.498,76,False,Paid Social,Explorer,Returning,Midwest,OH,Urban,High-Value
AT-100381,45,223,437.7,16,0.36,0.33,0.052,0.405,0.296,0.684,7,False,Organic,Insider,New,Southeast,NC,Urban,New Customer
AT-100382,67,156,263.04,8,0.206,0.25,0.707,0.609,0.555,0.138,49,False,Direct,Explorer,Returning,Northeast,PA,Suburban,At-Risk
AT-100383,22,217,474.52,7,0.601,0.22,0.181,0.368,0.078,0.565,44,False,Paid Social,Insider,Returning,Southwest,AZ,Urban,High-Value
AT-100384,75,206,182.35,15,0.587,0.561,0.33,0.692,0.31,0.086,52,False,Direct,Member,Returning,Mountain West,CO,Urban,Returning Buyer
AT-100385,95,153,293.9,0,0.633,0.368,0.316,0.658,0.49,0.624,43,False,Retail Partner,Member,Returning,Southeast,TN,Suburban,Returning Buyer
AT-100386,6,214,366.18,5,0.167,0.099,0.077,0.453,0.539,0.31,76,False,Direct,Explorer,Returning,Northeast,NY,Suburban,High-Value
AT-100387,16,82,369.93,9,0.364,0.875,0.479,0.434,0.136,0.778,67,False,Paid Social,Founders,Returning,Southeast,NC,Suburban,High-Value
AT-100388,28,200,344.19,11,0.302,0.715,0.397,0.734,0.534,0.722,16,False,Retail Partner,Member,Returning,Pacific Northwest,OR,Rural,High-Value
AT-100389,81,222,281.98,11,0.388,0.06,0.488,0.751,0.918,0.685,84,False,Paid Social,Member,Returning,Northeast,NY,Urban,At-Risk
AT-100390,14,152,713.36,6,0.215,0.674,0.664,0.47,0.453,0.887,59,False,Paid Social,Member,Returning,Midwest,IL,Rural,High-Value
AT-100391,45,30,124.24,15,0.278,0.389,0.023,0.465,0.631,0.438,15,False,Paid Social,Insider,Returning,California,CA,Urban,Returning Buyer
AT-100392,52,52,162.61,11,0.816,0.388,0.298,0.886,0.697,0.254,48,False,Direct,Insider,Returning,Midwest,MI,Suburban,Performance Affinity
AT-100393,13,41,156.0,9,0.498,0.364,0.487,0.647,0.165,0.632,83,False,Paid Social,Insider,New,Midwest,IL,Rural,New Customer
AT-100394,4,128,140.1,16,0.557,0.394,0.082,0.519,0.869,0.511,19,False,Retail Partner,Member,Returning,Pacific Northwest,WA,Rural,Performance Affinity
AT-100395,12,104,45.05,1,0.442,0.937,0.003,0.43,0.295,0.724,63,True,Retail Partner,Insider,Returning,Southwest,AZ,Suburban,Lifestyle Affinity
AT-100396,6,198,474.57,12,0.665,0.357,0.755,0.747,0.735,0.465,70,False,Organic,Explorer,Returning,Northeast,PA,Suburban,High-Value
AT-100397,48,68,88.39,16,0.878,0.43,0.83,0.749,0.686,0.443,55,False,Organic,Insider,New,California,CA,Urban,New Customer
AT-100398,89,40,204.15,11,0.176,0.317,0.116,0.759,0.44,0.867,46,False,Paid Social,Member,Returning,Southwest,NV,Suburban,Lifestyle Affinity
AT-100399,34,148,67.0,10,0.561,0.592,0.401,0.707,0.781,0.472,66,False,Paid Social,Member,Returning,Southwest,AZ,Suburban,Performance Affinity
AT-100400,25,34,279.92,6,0.756,0.639,0.594,0.873,0.333,0.594,41,False,Direct,Founders,Returning,Mountain West,MT,Rural,Returning Buyer
AT-100401,23,217,104.61,4,0.393,0.914,0.4,0.588,0.562,0.604,19,False,Direct,Founders,Returning,Southeast,NC,Suburban,Returning Buyer
AT-100402,94,20,81.84,9,0.723,0.295,0.187,0.322,0.694,0.319,5,False,Direct,Member,New,Northeast,NY,Urban,New Customer
AT-100403,92,118,207.69,16,0.865,0.657,0.695,0.275,0.494,0.106,5,False,Organic,Member,New,Pacific Northwest,WA,Suburban,New Customer
AT-100404,62,227,111.0,8,0.702,0.535,0.37,0.404,0.659,0.716,56,True,Direct,Insider,Returning,Southeast,FL,Urban,Performance Affinity
AT-100405,45,133,121.28,2,0.8,0.653,0.109,0.782,0.497,0.475,19,False,Direct,Founders,New,Southeast,GA,Urban,New Customer
AT-100406,16,194,204.44,8,0.421,0.63,0.199,0.641,0.287,0.749,23,False,Direct,Insider,Returning,California,CA,Urban,Lifestyle Affinity
AT-100407,89,102,317.35,1,0.428,0.318,0.656,0.917,0.876,0.21,31,False,Retail Partner,Explorer,Returning,Northeast,NY,Suburban,Performance Affinity
AT-100408,1,181,102.22,16,0.179,0.131,0.588,0.75,0.248,0.643,56,False,Direct,Explorer,New,Pacific Northwest,OR,Urban,New Customer
AT-100409,16,170,90.57,9,0.438,0.23,0.527,0.75,0.618,0.61,38,False,Direct,Insider,Returning,Southeast,TN,Urban,At-Risk
AT-100410,65,123,184.28,3,0.363,0.059,0.347,0.695,0.213,0.365,74,False,Organic,Insider,Returning,Midwest,MI,Urban,At-Risk
AT-100411,18,25,264.4,11,0.492,0.638,0.067,0.807,0.589,0.74,10,True,Direct,Insider,Returning,Midwest,OH,Rural,Lifestyle Affinity
AT-100412,11,233,504.68,9,0.592,0.783,0.17,0.23,0.804,0.188,10,False,Retail Partner,Member,New,Pacific Northwest,WA,Suburban,New Customer
AT-100413,57,12,85.63,9,0.33,0.577,0.462,0.962,0.713,0.839,68,True,Retail Partner,Member,New,Southeast,FL,Urban,New Customer
AT-100414,3,86,145.1,10,0.9,0.233,0.77,0.307,0.599,0.306,32,False,Organic,Member,Returning,Pacific Northwest,OR,Urban,Returning Buyer
AT-100415,26,154,412.84,16,0.355,0.619,0.125,0.765,0.442,0.209,49,False,Organic,Insider,New,California,CA,Suburban,New Customer
AT-100416,62,184,721.38,15,0.891,0.473,0.593,0.645,0.329,0.746,55,False,Organic,Explorer,Returning,California,CA,Urban,High-Value
AT-100417,18,128,90.45,4,0.654,0.764,0.101,0.781,0.889,0.296,59,False,Direct,Member,Returning,Northeast,NY,Suburban,Performance Affinity
AT-100418,73,96,108.08,4,0.524,0.933,0.593,0.38,0.198,0.565,66,False,Organic,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-100419,9,98,236.69,17,0.667,0.345,0.653,0.422,0.41,0.317,7,False,Direct,Insider,Returning,Southeast,NC,Rural,Returning Buyer
AT-100420,59,234,120.97,11,0.26,0.158,0.49,0.5,0.194,0.532,23,False,Direct,Explorer,New,Midwest,MI,Urban,New Customer
AT-100421,8,80,106.54,0,0.281,0.526,0.54,0.509,0.128,0.194,45,False,Paid Social,Insider,Returning,Pacific Northwest,ID,Suburban,Returning Buyer
AT-100422,70,205,215.11,9,0.635,0.347,0.356,0.852,0.638,0.362,13,True,Direct,Explorer,Returning,Pacific Northwest,WA,Urban,At-Risk
AT-100423,72,13,536.25,2,0.251,0.274,0.234,0.192,0.717,0.425,78,True,Direct,Explorer,Returning,Pacific Northwest,WA,Rural,High-Value
AT-100424,76,158,72.48,0,0.521,0.469,0.035,0.251,0.214,0.609,27,False,Organic,Member,New,Midwest,MN,Rural,New Customer
AT-100425,27,163,517.41,3,0.39,0.545,0.528,0.548,0.282,0.77,77,False,Organic,Explorer,New,Northeast,PA,Suburban,New Customer
AT-100426,23,162,121.23,4,0.524,0.082,0.359,0.453,0.24,0.376,42,False,Direct,Founders,Returning,California,CA,Suburban,At-Risk
AT-100427,93,101,230.92,1,0.174,0.428,0.586,0.839,0.33,0.348,63,False,Direct,Insider,New,Northeast,NY,Urban,New Customer
AT-100428,70,166,552.03,15,0.389,0.512,0.745,0.44,0.442,0.381,89,False,Direct,Explorer,Returning,Pacific Northwest,ID,Rural,High-Value
AT-100429,18,107,227.63,7,0.788,0.765,0.872,0.68,0.752,0.896,54,False,Direct,Insider,Returning,Northeast,NJ,Suburban,Performance Affinity
AT-100430,3,142,147.19,9,0.627,0.419,0.195,0.779,0.124,0.252,26,True,Retail Partner,Member,Returning,Southeast,FL,Urban,Returning Buyer
AT-100431,34,214,299.68,15,0.568,0.5,0.732,0.63,0.349,0.697,83,False,Retail Partner,Insider,Returning,Northeast,MA,Suburban,Lifestyle Affinity
AT-100432,64,161,160.58,15,0.485,0.294,0.392,0.865,0.375,0.706,13,False,Organic,Insider,Returning,Midwest,MN,Suburban,At-Risk
AT-100433,36,177,261.11,14,0.168,0.037,0.194,0.555,0.112,0.72,9,False,Organic,Member,New,Northeast,NY,Rural,New Customer
AT-100434,77,232,157.07,3,0.484,0.131,0.593,0.827,0.905,0.792,4,False,Paid Social,Explorer,Returning,Pacific Northwest,ID,Suburban,At-Risk
AT-100435,48,53,331.23,13,0.429,0.729,0.242,0.719,0.43,0.352,3,False,Paid Social,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-100436,95,141,68.31,17,0.327,0.557,0.45,0.887,0.404,0.484,29,False,Direct,Member,Returning,California,CA,Suburban,Returning Buyer
AT-100437,83,158,89.17,0,0.397,0.166,0.12,0.347,0.207,0.481,65,False,Direct,Founders,Returning,Southwest,NV,Urban,At-Risk
AT-100438,45,167,67.61,15,0.586,0.516,0.446,0.954,0.434,0.255,60,False,Organic,Member,Returning,Northeast,MA,Urban,Returning Buyer
AT-100439,80,32,174.25,15,0.724,0.317,0.389,0.236,0.523,0.541,31,False,Paid Social,Member,Returning,Midwest,OH,Urban,Returning Buyer
AT-100440,43,182,62.14,15,0.178,0.022,0.25,0.741,0.561,0.719,76,False,Direct,Explorer,New,Northeast,MA,Suburban,New Customer
AT-100441,1,47,111.69,7,0.489,0.347,0.307,0.357,0.571,0.679,11,False,Organic,Insider,Returning,California,CA,Suburban,Lifestyle Affinity
AT-100442,30,98,83.49,3,0.661,0.581,0.366,0.63,0.498,0.085,35,False,Organic,Explorer,Returning,Northeast,NY,Suburban,Returning Buyer
AT-100443,39,171,510.7,13,0.886,0.536,0.254,0.542,0.095,0.418,84,False,Direct,Insider,Returning,California,CA,Urban,High-Value
AT-100444,93,63,90.61,11,0.327,0.786,0.097,0.504,0.634,0.403,82,True,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-100445,79,31,73.66,13,0.508,0.339,0.067,0.896,0.38,0.465,1,True,Paid Social,Explorer,Returning,Northeast,MA,Suburban,Returning Buyer
AT-100446,14,162,215.69,4,0.225,0.46,0.215,0.82,0.511,0.853,31,False,Paid Social,Explorer,Returning,Southeast,GA,Urban,Lifestyle Affinity
AT-100447,1,67,590.38,3,0.676,0.391,0.236,0.188,0.283,0.447,71,False,Direct,Member,Returning,Midwest,MI,Urban,High-Value
AT-100448,51,198,167.13,16,0.788,0.308,0.329,0.513,0.477,0.514,87,True,Direct,Explorer,Returning,Pacific Northwest,OR,Suburban,At-Risk
AT-100449,51,215,176.43,9,0.763,0.189,0.421,0.562,0.215,0.107,36,False,Retail Partner,Insider,Returning,Midwest,MI,Urban,At-Risk
AT-100450,70,84,447.43,15,0.736,0.405,0.095,0.501,0.837,0.668,26,False,Organic,Insider,New,Pacific Northwest,WA,Urban,New Customer
AT-100451,25,177,335.21,16,0.55,0.473,0.55,0.455,0.452,0.648,34,False,Direct,Explorer,New,Southeast,NC,Suburban,New Customer
AT-100452,78,54,244.15,8,0.51,0.746,0.133,0.911,0.439,0.477,48,False,Direct,Member,Returning,Northeast,PA,Rural,Returning Buyer
AT-100453,40,223,120.59,4,0.664,0.58,0.157,0.613,0.387,0.889,37,False,Retail Partner,Explorer,Returning,California,CA,Urban,Lifestyle Affinity
AT-100454,32,59,249.43,16,0.692,0.824,0.636,0.807,0.275,0.654,73,False,Paid Social,Explorer,Returning,Pacific Northwest,OR,Suburban,Lifestyle Affinity
AT-100455,40,211,69.93,12,0.649,0.475,0.238,0.389,0.025,0.47,31,False,Retail Partner,Insider,New,California,CA,Rural,New Customer
AT-100456,90,188,117.15,11,0.805,0.704,0.139,0.105,0.533,0.85,71,False,Paid Social,Insider,New,Southeast,TN,Suburban,New Customer
AT-100457,38,75,493.75,17,0.747,0.34,0.086,0.841,0.555,0.748,9,False,Organic,Insider,Returning,Southwest,NM,Suburban,High-Value
AT-100458,54,198,450.97,4,0.647,0.334,0.467,0.796,0.543,0.293,85,False,Organic,Explorer,Returning,Northeast,NY,Suburban,High-Value
AT-100459,85,152,246.22,6,0.759,0.798,0.905,0.732,0.295,0.477,63,False,Direct,Member,Returning,Midwest,IL,Suburban,Returning Buyer
AT-100460,2,161,46.97,0,0.268,0.434,0.457,0.602,0.395,0.379,62,False,Paid Social,Member,Returning,Midwest,MN,Urban,Returning Buyer
AT-100461,51,91,77.81,6,0.71,0.19,0.22,0.821,0.686,0.611,46,False,Paid Social,Founders,Returning,California,CA,Suburban,Performance Affinity
AT-100462,68,56,112.66,8,0.704,0.855,0.357,0.767,0.361,0.911,1,False,Direct,Member,Returning,Southeast,GA,Urban,Lifestyle Affinity
AT-100463,86,167,160.74,8,0.822,0.492,0.582,0.634,0.659,0.205,35,False,Retail Partner,Founders,New,Mountain West,CO,Urban,New Customer
AT-100464,6,13,75.54,2,0.537,0.391,0.102,0.452,0.147,0.272,50,False,Organic,Explorer,Returning,Midwest,IL,Urban,Returning Buyer
AT-100465,70,84,152.56,14,0.422,0.122,0.454,0.298,0.289,0.723,47,False,Direct,Member,Returning,Midwest,MN,Urban,Lifestyle Affinity
AT-100466,77,34,624.6,8,0.744,0.545,0.467,0.397,0.342,0.48,20,False,Organic,Insider,Returning,Midwest,IL,Urban,High-Value
AT-100467,34,1,239.99,7,0.293,0.784,0.137,0.238,0.432,0.747,43,False,Retail Partner,Member,Returning,Southeast,FL,Suburban,Lifestyle Affinity
AT-100468,71,2,211.28,15,0.38,0.66,0.051,0.322,0.415,0.631,59,True,Retail Partner,Member,Returning,California,CA,Rural,Returning Buyer
AT-100469,47,23,88.92,8,0.719,0.489,0.545,0.424,0.592,0.376,22,False,Organic,Member,New,Southwest,NM,Urban,New Customer
AT-100470,63,225,57.55,16,0.501,0.403,0.405,0.491,0.227,0.209,77,False,Retail Partner,Founders,Returning,Southwest,AZ,Suburban,Returning Buyer
AT-100471,38,185,76.73,4,0.562,0.608,0.389,0.635,0.607,0.593,13,False,Retail Partner,Explorer,Returning,Southwest,AZ,Suburban,Returning Buyer
AT-100472,17,237,55.95,15,0.84,0.339,0.394,0.763,0.443,0.54,8,True,Retail Partner,Founders,Returning,Pacific Northwest,OR,Urban,At-Risk
AT-100473,79,21,191.05,17,0.553,0.487,0.394,0.974,0.207,0.67,71,False,Retail Partner,Member,Returning,California,CA,Urban,Lifestyle Affinity
AT-100474,21,239,237.16,13,0.653,0.571,0.264,0.294,0.241,0.378,50,False,Organic,Member,New,California,CA,Urban,New Customer
AT-100475,18,144,92.23,16,0.427,0.542,0.222,0.389,0.759,0.397,64,True,Paid Social,Member,Returning,Mountain West,CO,Urban,Performance Affinity
AT-100476,85,190,201.05,13,0.139,0.669,0.398,0.429,0.792,0.579,56,False,Paid Social,Explorer,Returning,Southwest,NV,Urban,Performance Affinity
AT-100477,89,206,506.89,10,0.081,0.146,0.49,0.324,0.195,0.532,17,False,Paid Social,Founders,New,Midwest,MN,Urban,New Customer
AT-100478,58,63,713.65,13,0.77,0.078,0.043,0.655,0.785,0.714,19,True,Direct,Insider,Returning,Midwest,MN,Suburban,High-Value
AT-100479,56,178,310.84,17,0.337,0.773,0.114,0.524,0.709,0.177,10,False,Paid Social,Founders,Returning,Southwest,AZ,Urban,Performance Affinity
AT-100480,35,155,160.39,10,0.15,0.816,0.539,0.529,0.301,0.285,26,False,Retail Partner,Founders,Returning,Southwest,AZ,Urban,Returning Buyer
AT-100481,59,99,303.89,12,0.49,0.512,0.355,0.825,0.296,0.456,49,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-100482,58,118,466.97,1,0.78,0.415,0.148,0.604,0.662,0.156,48,False,Retail Partner,Member,New,Midwest,IL,Suburban,New Customer
AT-100483,50,50,44.48,17,0.442,0.544,0.708,0.449,0.485,0.692,58,False,Organic,Insider,Returning,Mountain West,UT,Urban,Lifestyle Affinity
AT-100484,63,45,511.55,13,0.561,0.536,0.059,0.561,0.451,0.514,35,False,Direct,Explorer,Returning,Pacific Northwest,WA,Suburban,High-Value
AT-100485,53,221,123.82,2,0.887,0.645,0.844,0.169,0.161,0.721,52,False,Direct,Insider,Returning,Southwest,NV,Urban,Lifestyle Affinity
AT-100486,84,175,124.65,5,0.244,0.314,0.021,0.397,0.653,0.459,7,True,Paid Social,Member,Returning,Southwest,AZ,Urban,At-Risk
AT-100487,64,136,141.39,4,0.229,0.397,0.217,0.693,0.363,0.522,24,False,Paid Social,Member,Returning,California,CA,Rural,Returning Buyer
AT-100488,37,166,226.8,5,0.63,0.382,0.235,0.313,0.596,0.358,70,False,Organic,Member,New,Midwest,OH,Urban,New Customer
AT-100489,63,97,83.27,15,0.385,0.475,0.485,0.028,0.394,0.158,65,False,Paid Social,Member,Returning,Midwest,OH,Urban,Returning Buyer
AT-100490,22,60,148.51,8,0.185,0.092,0.251,0.31,0.671,0.412,70,False,Organic,Explorer,Returning,Northeast,PA,Urban,Performance Affinity
AT-100491,21,226,261.83,7,0.723,0.426,0.042,0.512,0.513,0.402,19,False,Organic,Member,New,Midwest,MI,Rural,New Customer
AT-100492,79,237,211.24,14,0.533,0.842,0.533,0.211,0.135,0.64,53,False,Retail Partner,Member,New,Midwest,OH,Suburban,New Customer
AT-100493,56,52,236.65,6,0.675,0.485,0.457,0.776,0.179,0.434,46,False,Paid Social,Explorer,Returning,Mountain West,MT,Suburban,Returning Buyer
AT-100494,6,192,144.49,15,0.369,0.742,0.447,0.794,0.396,0.416,50,True,Paid Social,Explorer,Returning,Northeast,MA,Rural,Returning Buyer
AT-100495,34,106,294.59,13,0.224,0.426,0.216,0.511,0.25,0.769,17,False,Paid Social,Member,Returning,Midwest,MI,Urban,Lifestyle Affinity
AT-100496,94,170,379.74,4,0.229,0.165,0.232,0.77,0.562,0.443,18,False,Retail Partner,Explorer,New,Southwest,NM,Rural,New Customer
AT-100497,61,26,364.13,11,0.775,0.459,0.508,0.6,0.391,0.291,31,False,Direct,Insider,Returning,Midwest,OH,Urban,High-Value
AT-100498,83,115,244.53,8,0.673,0.074,0.409,0.587,0.013,0.207,35,False,Direct,Explorer,New,Mountain West,UT,Suburban,New Customer
AT-100499,53,30,349.75,6,0.56,0.161,0.467,0.543,0.614,0.37,44,False,Direct,Member,Returning,Southwest,NV,Suburban,High-Value
AT-100500,5,195,333.53,16,0.533,0.503,0.087,0.67,0.752,0.944,67,True,Paid Social,Explorer,Returning,Northeast,MA,Urban,Performance Affinity
AT-100501,18,96,1180.34,7,0.248,0.392,0.282,0.795,0.418,0.328,51,False,Paid Social,Member,Returning,Southeast,NC,Rural,High-Value
AT-100502,9,64,425.24,2,0.587,0.253,0.475,0.392,0.103,0.77,80,True,Paid Social,Member,Returning,Southeast,GA,Urban,High-Value
AT-100503,70,168,170.35,7,0.962,0.233,0.423,0.725,0.43,0.437,9,False,Organic,Member,Returning,Southwest,NM,Rural,At-Risk
AT-100504,72,229,95.76,9,0.325,0.487,0.686,0.422,0.094,0.568,69,False,Direct,Member,Returning,Midwest,IL,Urban,Returning Buyer
AT-100505,44,81,150.99,2,0.835,0.758,0.115,0.629,0.388,0.558,32,False,Paid Social,Member,Returning,Northeast,MA,Suburban,Returning Buyer
AT-100506,69,172,143.7,13,0.731,0.421,0.618,0.621,0.598,0.24,66,True,Retail Partner,Explorer,Returning,Mountain West,CO,Rural,Returning Buyer
AT-100507,53,165,259.3,4,0.776,0.888,0.716,0.863,0.877,0.297,48,True,Organic,Member,Returning,Northeast,MA,Urban,Performance Affinity
AT-100508,71,118,111.03,1,0.946,0.863,0.508,0.583,0.054,0.325,6,False,Direct,Member,Returning,Southwest,NM,Rural,Returning Buyer
AT-100509,64,193,417.6,9,0.313,0.487,0.363,0.369,0.581,0.206,71,False,Organic,Member,Returning,Pacific Northwest,WA,Suburban,High-Value
AT-100510,44,31,68.53,2,0.231,0.265,0.461,0.333,0.562,0.661,27,False,Organic,Member,Returning,Pacific Northwest,OR,Suburban,Lifestyle Affinity
AT-100511,63,210,57.81,14,0.631,0.35,0.436,0.598,0.598,0.785,23,False,Direct,Insider,Returning,Northeast,NY,Urban,Lifestyle Affinity
AT-100512,31,97,164.91,1,0.693,0.402,0.401,0.846,0.189,0.158,20,False,Organic,Member,Returning,Pacific Northwest,ID,Suburban,Returning Buyer
AT-100513,72,11,100.51,7,0.307,0.152,0.605,0.845,0.068,0.743,71,False,Paid Social,Explorer,Returning,California,CA,Suburban,Lifestyle Affinity
AT-100514,87,237,75.13,0,0.798,0.597,0.642,0.259,0.501,0.764,56,False,Organic,Explorer,New,Mountain West,MT,Suburban,New Customer
AT-100515,20,185,116.05,6,0.623,0.248,0.505,0.676,0.131,0.766,86,True,Organic,Explorer,Returning,California,CA,Urban,At-Risk
AT-100516,64,196,106.37,16,0.742,0.673,0.062,0.829,0.303,0.947,11,False,Direct,Member,Returning,Mountain West,UT,Urban,Lifestyle Affinity
AT-100517,11,36,182.56,11,0.263,0.779,0.238,0.775,0.652,0.551,58,False,Retail Partner,Insider,Returning,Northeast,NY,Rural,Performance Affinity
AT-100518,36,180,117.41,9,0.818,0.384,0.315,0.589,0.518,0.313,19,False,Organic,Insider,Returning,Pacific Northwest,WA,Urban,Returning Buyer
AT-100519,64,167,124.29,2,0.934,0.137,0.169,0.705,0.098,0.682,66,False,Organic,Member,Returning,Northeast,PA,Suburban,At-Risk
AT-100520,27,216,180.66,5,0.547,0.626,0.604,0.531,0.059,0.486,15,True,Direct,Explorer,New,Northeast,NJ,Rural,New Customer
AT-100521,23,89,368.69,6,0.563,0.688,0.442,0.222,0.336,0.557,72,False,Paid Social,Insider,Returning,Mountain West,MT,Urban,High-Value
AT-100522,37,222,507.51,10,0.532,0.282,0.275,0.875,0.749,0.537,37,False,Retail Partner,Explorer,New,California,CA,Urban,New Customer
AT-100523,11,170,201.03,3,0.655,0.605,0.724,0.517,0.554,0.669,77,False,Direct,Member,New,Midwest,MN,Suburban,New Customer
AT-100524,60,61,212.27,17,0.139,0.645,0.269,0.4,0.302,0.232,35,True,Direct,Insider,New,Pacific Northwest,OR,Urban,New Customer
AT-100525,13,52,159.46,11,0.532,0.124,0.538,0.648,0.41,0.581,8,True,Direct,Member,Returning,Mountain West,CO,Suburban,Returning Buyer
AT-100526,32,216,253.88,5,0.75,0.135,0.493,0.612,0.259,0.376,19,False,Paid Social,Explorer,New,Southeast,GA,Suburban,New Customer
AT-100527,30,155,238.21,2,0.319,0.329,0.258,0.605,0.342,0.737,28,False,Retail Partner,Explorer,Returning,Southeast,TN,Suburban,At-Risk
AT-100528,92,29,458.56,10,0.803,0.336,0.161,0.593,0.321,0.402,17,False,Organic,Member,New,Northeast,MA,Urban,New Customer
AT-100529,95,30,48.32,8,0.969,0.637,0.027,0.677,0.392,0.376,45,False,Organic,Explorer,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-100530,8,198,153.83,12,0.837,0.556,0.525,0.739,0.518,0.625,72,False,Paid Social,Member,Returning,Midwest,MN,Suburban,Returning Buyer
AT-100531,15,41,229.85,10,0.555,0.283,0.405,0.651,0.683,0.658,30,False,Paid Social,Member,New,Northeast,MA,Urban,New Customer
AT-100532,70,53,177.97,11,0.65,0.388,0.163,0.531,0.494,0.518,7,False,Direct,Explorer,Returning,Mountain West,MT,Suburban,Returning Buyer
AT-100533,29,147,93.93,15,0.385,0.54,0.874,0.535,0.465,0.56,19,False,Direct,Explorer,Returning,Midwest,MI,Rural,Returning Buyer
AT-100534,62,207,73.0,9,0.976,0.49,0.557,0.6,0.212,0.723,40,False,Organic,Insider,Returning,Pacific Northwest,ID,Suburban,Lifestyle Affinity
AT-100535,88,81,318.76,13,0.193,0.233,0.523,0.127,0.383,0.538,82,True,Paid Social,Member,New,California,CA,Suburban,New Customer
AT-100536,16,160,106.71,6,0.889,0.259,0.198,0.128,0.564,0.868,51,False,Paid Social,Insider,Returning,Midwest,MN,Urban,At-Risk
AT-100537,92,169,53.07,16,0.8,0.286,0.173,0.581,0.433,0.512,69,False,Paid Social,Member,Returning,California,CA,Urban,At-Risk
AT-100538,5,144,330.17,7,0.335,0.188,0.14,0.335,0.53,0.404,20,False,Retail Partner,Explorer,Returning,California,CA,Urban,At-Risk
AT-100539,22,164,249.96,12,0.726,0.611,0.774,0.383,0.47,0.358,20,False,Direct,Member,New,Northeast,PA,Urban,New Customer
AT-100540,49,55,167.15,17,0.504,0.011,0.246,0.937,0.609,0.441,9,False,Organic,Member,New,Southeast,FL,Rural,New Customer
AT-100541,84,149,95.57,6,0.54,0.504,0.607,0.191,0.365,0.284,21,True,Direct,Member,Returning,Midwest,OH,Urban,Returning Buyer
AT-100542,53,1,167.43,1,0.483,0.53,0.045,0.627,0.486,0.29,85,False,Retail Partner,Insider,Returning,Northeast,NY,Rural,Returning Buyer
AT-100543,14,175,424.5,4,0.488,0.636,0.602,0.182,0.515,0.133,56,False,Paid Social,Insider,New,Southeast,NC,Urban,New Customer
AT-100544,24,190,58.54,4,0.699,0.697,0.79,0.782,0.308,0.395,48,False,Organic,Insider,Returning,California,CA,Urban,Returning Buyer
AT-100545,73,190,60.66,1,0.856,0.756,0.454,0.725,0.711,0.606,41,True,Direct,Member,Returning,Southwest,AZ,Urban,Performance Affinity
AT-100546,54,8,116.81,9,0.129,0.757,0.24,0.505,0.65,0.535,9,True,Paid Social,Member,New,Mountain West,MT,Urban,New Customer
AT-100547,2,218,177.92,4,0.24,0.681,0.69,0.753,0.728,0.511,27,False,Paid Social,Member,New,Pacific Northwest,OR,Suburban,New Customer
AT-100548,48,104,128.07,1,0.15,0.537,0.158,0.326,0.543,0.491,17,False,Paid Social,Explorer,Returning,Northeast,NY,Rural,Returning Buyer
AT-100549,39,20,284.28,2,0.76,0.637,0.18,0.364,0.615,0.478,75,False,Direct,Insider,Returning,Southwest,NM,Rural,Returning Buyer
AT-100550,1,128,388.46,4,0.561,0.129,0.096,0.87,0.555,0.174,23,True,Retail Partner,Insider,Returning,Southwest,AZ,Urban,High-Value
AT-100551,24,137,220.33,6,0.284,0.322,0.354,0.423,0.732,0.43,84,False,Paid Social,Explorer,Returning,California,CA,Suburban,At-Risk
AT-100552,89,97,268.35,17,0.501,0.459,0.267,0.035,0.37,0.682,22,False,Paid Social,Insider,New,California,CA,Urban,New Customer
AT-100553,67,179,219.31,12,0.641,0.652,0.409,0.292,0.11,0.832,32,False,Paid Social,Insider,Returning,Southeast,FL,Rural,Lifestyle Affinity
AT-100554,7,130,182.48,12,0.286,0.177,0.471,0.464,0.215,0.882,8,False,Retail Partner,Member,Returning,Pacific Northwest,WA,Suburban,At-Risk
AT-100555,2,52,73.3,12,0.52,0.682,0.214,0.089,0.412,0.733,58,False,Retail Partner,Insider,Returning,California,CA,Urban,Lifestyle Affinity
AT-100556,33,149,88.27,14,0.592,0.23,0.633,0.242,0.793,0.657,13,False,Paid Social,Explorer,Returning,California,CA,Urban,At-Risk
AT-100557,45,64,70.41,5,0.063,0.17,0.434,0.923,0.742,0.514,30,True,Organic,Explorer,Returning,Southwest,NV,Urban,Performance Affinity
